# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     RX pos[ 1]    RZ pos[ 1]    RX pos[ 2]    RZ pos[ 2]    RZ pos[ 3]    Theta[ 3]    
 51  51.00     -0.481247E-01  0.511577      0.518263E-01  0.512474      0.512026     -0.513557    
 52  52.00     -0.479482E-01  0.507461      0.519983E-01  0.508450      0.507955     -0.566219    
 53  53.00     -0.477576E-01  0.502930      0.521840E-01  0.504019      0.503474     -0.623827    
 54  54.00     -0.475517E-01  0.497933      0.523845E-01  0.499132      0.498532     -0.686941    
 55  55.00     -0.473290E-01  0.492408      0.526015E-01  0.493728      0.493068     -0.756241    
 56  56.00     -0.470874E-01  0.486277      0.528369E-01  0.487731      0.487004     -0.832578    
 57  57.00     -0.468241E-01  0.479441      0.530933E-01  0.481042      0.480242     -0.917058    
 58  58.00     -0.465356E-01  0.471764      0.533743E-01  0.473529      0.472647      -1.01118    
 59  59.00     -0.462163E-01  0.463054      0.536853E-01  0.465003      0.464028      -1.11707    
 60  60.00     -0.458579E-01  0.453014      0.540344E-01  0.455175      0.454094      -1.23803    
 61  61.00     -0.454454E-01  0.441146      0.544360E-01  0.443554      0.442350      -1.37962    
 62  62.00     -0.449489E-01  0.426448      0.549194E-01  0.429158      0.427803      -1.55307    
 63  63.00     -0.442836E-01  0.406137      0.555671E-01  0.409260      0.407699      -1.78963    
 64  64.00     -0.419897E-01  0.332764      0.577976E-01  0.337375      0.335069      -2.64291    
