# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     RX pos[ 1]    RZ pos[ 1]    RX pos[ 2]    RZ pos[ 2]    RZ pos[ 3]    Theta[ 3]    
 55  55.00     -0.488286E-01  0.528103      0.511406E-01  0.528629      0.528366     -0.301053    
 56  56.00     -0.487118E-01  0.525761      0.512544E-01  0.526341      0.526051     -0.332416    
 57  57.00     -0.485844E-01  0.523176      0.513785E-01  0.523817      0.523496     -0.366890    
 58  58.00     -0.484454E-01  0.520320      0.515139E-01  0.521027      0.520674     -0.404817    
 59  59.00     -0.482936E-01  0.517161      0.516618E-01  0.517940      0.517550     -0.446595    
 60  60.00     -0.481277E-01  0.513658      0.518235E-01  0.514518      0.514088     -0.492693    
 61  61.00     -0.479460E-01  0.509764      0.520005E-01  0.510713      0.510239     -0.543668    
 62  62.00     -0.477466E-01  0.505423      0.521947E-01  0.506471      0.505947     -0.600203    
 63  63.00     -0.475272E-01  0.500561      0.524084E-01  0.501719      0.501140     -0.663145    
 64  64.00     -0.472847E-01  0.495086      0.526447E-01  0.496366      0.495726     -0.733590    
 65  65.00     -0.470149E-01  0.488871      0.529076E-01  0.490290      0.489581     -0.813003    
 66  66.00     -0.467120E-01  0.481741      0.532026E-01  0.483317      0.482529     -0.903441    
 67  67.00     -0.463673E-01  0.473427      0.535384E-01  0.475187      0.474307      -1.00801    
 68  68.00     -0.459662E-01  0.463488      0.539292E-01  0.465463      0.464476      -1.13186    
 69  69.00     -0.454800E-01  0.451062      0.544029E-01  0.453305      0.452184      -1.28501    
 70  70.00     -0.448332E-01  0.433892      0.550329E-01  0.436499      0.435195      -1.49373    
 71  71.00     -0.442125E-01  0.417460      0.556366E-01  0.420441      0.418951      -1.70813    
