# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     RX pos[ 1]    RZ pos[ 1]    RX pos[ 2]    RZ pos[ 2]    RZ pos[ 3]    Theta[ 3]    
 39  39.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 40  40.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 41  41.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 42  42.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 43  43.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 44  44.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 45  45.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 46  46.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 47  47.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 48  48.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 49  49.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 50  50.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 51  51.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 52  52.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 53  53.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 54  54.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 55  55.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 56  56.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 57  57.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 58  58.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 59  59.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 60  60.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 61  61.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 62  62.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 63  63.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 64  64.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 65  65.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 66  66.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 67  67.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 68  68.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 69  69.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 70  70.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 71  71.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 72  72.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 73  73.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 74  74.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 75  75.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 76  76.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 77  77.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 78  78.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 79  79.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 80  80.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 81  81.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 82  82.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 83  83.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 84  84.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 85  85.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 86  86.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 87  87.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 88  88.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 89  89.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 90  90.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 91  91.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 92  92.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 93  93.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 94  94.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 95  95.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 96  96.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 97  97.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 98  98.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
 99  99.00     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
100  100.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
101  101.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
102  102.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
103  103.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
104  104.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254788E-11
105  105.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
106  106.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
107  107.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
108  108.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
109  109.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
110  110.0     -0.500000E-01  0.550000      0.500000E-01  0.550000      0.550000     -0.254789E-11
