# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     RX pos[ 1]    RZ pos[ 1]    RX pos[ 2]    RZ pos[ 2]    RZ pos[ 3]    Theta[ 3]    
 43  43.00     -0.494175E-01  0.539349      0.505671E-01  0.539608      0.539479     -0.148350    
 44  44.00     -0.493512E-01  0.538079      0.506316E-01  0.538368      0.538223     -0.165660    
 45  45.00     -0.492788E-01  0.536678      0.507022E-01  0.537000      0.536839     -0.184677    
 46  46.00     -0.491998E-01  0.535135      0.507791E-01  0.535494      0.535315     -0.205551    
 47  47.00     -0.491138E-01  0.533437      0.508629E-01  0.533836      0.533637     -0.228445    
 48  48.00     -0.490201E-01  0.531569      0.509541E-01  0.532012      0.531790     -0.253538    
 49  49.00     -0.489183E-01  0.529515      0.510532E-01  0.530005      0.529760     -0.281028    
 50  50.00     -0.488078E-01  0.527255      0.511609E-01  0.527798      0.527527     -0.311130    
 51  51.00     -0.486878E-01  0.524772      0.512778E-01  0.525372      0.525072     -0.344086    
 52  52.00     -0.485576E-01  0.522040      0.514046E-01  0.522703      0.522372     -0.380165    
 53  53.00     -0.484164E-01  0.519035      0.515422E-01  0.519767      0.519401     -0.419670    
 54  54.00     -0.482633E-01  0.515726      0.516913E-01  0.516534      0.516130     -0.462945    
 55  55.00     -0.480973E-01  0.512080      0.518531E-01  0.512970      0.512525     -0.510388    
 56  56.00     -0.479171E-01  0.508055      0.520286E-01  0.509037      0.508546     -0.562462    
 57  57.00     -0.477213E-01  0.503604      0.522193E-01  0.504685      0.504145     -0.619719    
 58  58.00     -0.475083E-01  0.498667      0.524269E-01  0.499859      0.499263     -0.682828    
 59  59.00     -0.472758E-01  0.493171      0.526534E-01  0.494485      0.493828     -0.752625    
 60  60.00     -0.470211E-01  0.487021      0.529015E-01  0.488470      0.487746     -0.830184    
 61  61.00     -0.467404E-01  0.480090      0.531750E-01  0.481690      0.480890     -0.916944    
 62  62.00     -0.464283E-01  0.472198      0.534790E-01  0.473970      0.473084      -1.01494    
 63  63.00     -0.460766E-01  0.463076      0.538216E-01  0.465043      0.464059      -1.12723    
 64  64.00     -0.456714E-01  0.452271      0.542163E-01  0.454468      0.453370      -1.25894    
 65  65.00     -0.451854E-01  0.438910      0.546896E-01  0.441388      0.440149      -1.42003    
 66  66.00     -0.445460E-01  0.420697      0.553123E-01  0.423553      0.422125      -1.63669    
 67  67.00     -0.439337E-01  0.403200      0.559078E-01  0.406442      0.404821      -1.85774    
