# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     RX pos[ 1]    RZ pos[ 1]    RX pos[ 2]    RZ pos[ 2]    RZ pos[ 3]    Theta[ 3]    
 36  36.00     -0.499991E-01  0.549982      0.500009E-01  0.549982      0.549982     -0.280388E-03
 37  37.00     -0.499989E-01  0.549979      0.500010E-01  0.549980      0.549979     -0.317337E-03
 38  38.00     -0.499988E-01  0.549976      0.500012E-01  0.549977      0.549977     -0.358399E-03
 39  39.00     -0.499986E-01  0.549973      0.500013E-01  0.549974      0.549974     -0.403982E-03
 40  40.00     -0.499984E-01  0.549970      0.500015E-01  0.549971      0.549970     -0.454512E-03
 41  41.00     -0.499982E-01  0.549966      0.500017E-01  0.549967      0.549966     -0.510490E-03
 42  42.00     -0.499980E-01  0.549962      0.500020E-01  0.549963      0.549962     -0.572443E-03
 43  43.00     -0.499977E-01  0.549957      0.500022E-01  0.549958      0.549958     -0.640960E-03
 44  44.00     -0.499974E-01  0.549952      0.500025E-01  0.549953      0.549952     -0.716682E-03
 45  45.00     -0.499971E-01  0.549946      0.500028E-01  0.549947      0.549947     -0.800322E-03
 46  46.00     -0.499967E-01  0.549940      0.500032E-01  0.549941      0.549940     -0.892677E-03
 47  47.00     -0.499963E-01  0.549933      0.500036E-01  0.549934      0.549933     -0.994595E-03
 48  48.00     -0.499959E-01  0.549925      0.500040E-01  0.549927      0.549926     -0.110706E-02
 49  49.00     -0.499954E-01  0.549916      0.500045E-01  0.549918      0.549917     -0.123111E-02
 50  50.00     -0.499948E-01  0.549907      0.500050E-01  0.549909      0.549908     -0.136794E-02
 51  51.00     -0.499942E-01  0.549896      0.500056E-01  0.549899      0.549897     -0.151885E-02
 52  52.00     -0.499936E-01  0.549884      0.500062E-01  0.549887      0.549886     -0.168531E-02
 53  53.00     -0.499929E-01  0.549872      0.500069E-01  0.549875      0.549873     -0.186895E-02
 54  54.00     -0.499921E-01  0.549857      0.500077E-01  0.549861      0.549859     -0.207154E-02
 55  55.00     -0.499912E-01  0.549842      0.500086E-01  0.549846      0.549844     -0.229516E-02
 56  56.00     -0.499902E-01  0.549824      0.500095E-01  0.549829      0.549827     -0.254203E-02
 57  57.00     -0.499891E-01  0.549805      0.500106E-01  0.549810      0.549808     -0.281473E-02
 58  58.00     -0.499879E-01  0.549784      0.500118E-01  0.549789      0.549787     -0.311611E-02
 59  59.00     -0.499866E-01  0.549760      0.500131E-01  0.549767      0.549764     -0.344939E-02
 60  60.00     -0.499851E-01  0.549734      0.500145E-01  0.549741      0.549738     -0.381824E-02
 61  61.00     -0.499835E-01  0.549706      0.500161E-01  0.549713      0.549709     -0.422674E-02
 62  62.00     -0.499817E-01  0.549674      0.500178E-01  0.549682      0.549678     -0.467958E-02
 63  63.00     -0.499797E-01  0.549638      0.500198E-01  0.549647      0.549643     -0.518211E-02
 64  64.00     -0.499774E-01  0.549599      0.500220E-01  0.549609      0.549604     -0.574035E-02
 65  65.00     -0.499750E-01  0.549555      0.500244E-01  0.549566      0.549560     -0.636126E-02
 66  66.00     -0.499722E-01  0.549506      0.500270E-01  0.549518      0.549512     -0.705281E-02
 67  67.00     -0.499691E-01  0.549451      0.500300E-01  0.549465      0.549458     -0.782415E-02
 68  68.00     -0.499657E-01  0.549390      0.500334E-01  0.549405      0.549397     -0.868583E-02
 69  69.00     -0.499619E-01  0.549321      0.500371E-01  0.549338      0.549330     -0.965012E-02
 70  70.00     -0.499576E-01  0.549244      0.500413E-01  0.549263      0.549254     -0.107313E-01
 71  71.00     -0.499527E-01  0.549158      0.500460E-01  0.549179      0.549168     -0.119459E-01
 72  72.00     -0.499473E-01  0.549060      0.500513E-01  0.549084      0.549072     -0.133137E-01
 73  73.00     -0.499412E-01  0.548950      0.500573E-01  0.548976      0.548963     -0.148574E-01
 74  74.00     -0.499342E-01  0.548826      0.500640E-01  0.548854      0.548840     -0.166043E-01
 75  75.00     -0.499264E-01  0.548684      0.500717E-01  0.548716      0.548700     -0.185869E-01
 76  76.00     -0.499174E-01  0.548522      0.500804E-01  0.548559      0.548541     -0.208439E-01
 77  77.00     -0.499072E-01  0.548338      0.500903E-01  0.548379      0.548358     -0.234222E-01
 78  78.00     -0.498955E-01  0.548126      0.501017E-01  0.548172      0.548149     -0.263782E-01
 79  79.00     -0.498821E-01  0.547882      0.501148E-01  0.547934      0.547908     -0.297813E-01
 80  80.00     -0.498666E-01  0.547600      0.501299E-01  0.547659      0.547629     -0.337168E-01
 81  81.00     -0.498486E-01  0.547271      0.501474E-01  0.547338      0.547305     -0.382907E-01
 82  82.00     -0.498276E-01  0.546887      0.501679E-01  0.546963      0.546925     -0.436361E-01
 83  83.00     -0.498029E-01  0.546435      0.501919E-01  0.546522      0.546478     -0.499222E-01
 84  84.00     -0.497737E-01  0.545898      0.502203E-01  0.545999      0.545949     -0.573665E-01
 85  85.00     -0.497390E-01  0.545257      0.502541E-01  0.545373      0.545315     -0.662532E-01
 86  86.00     -0.496972E-01  0.544484      0.502948E-01  0.544618      0.544551     -0.769604E-01
 87  87.00     -0.496465E-01  0.543541      0.503442E-01  0.543698      0.543619     -0.900010E-01
 88  88.00     -0.495840E-01  0.542375      0.504050E-01  0.542560      0.542468     -0.106091    
 89  89.00     -0.495060E-01  0.540911      0.504810E-01  0.541132      0.541021     -0.126260    
 90  90.00     -0.494066E-01  0.539034      0.505778E-01  0.539300      0.539167     -0.152058    
 91  91.00     -0.492765E-01  0.536561      0.507044E-01  0.536886      0.536724     -0.185959    
