# Pazy Wing (simplified : constant stiffness properties)                          
# Operating point sequence...
# i     t     conv	stall	 RY pos[ 1]    Theta[ 1]    
  1 0.9980      1  0 -0.148022     -0.333665    
  2 0.9990      1  0 -0.148082     -0.285917    
131  1.128      1  0 -0.151712     -0.490936    
132  1.129      1  0 -0.151213     -0.524617    
133  1.130      1  0 -0.150695     -0.554981    
134  1.131      1  0 -0.150171     -0.578979    
135  1.132      1  0 -0.149653     -0.593791    
136  1.133      1  0 -0.149156     -0.597146    
137  1.134      1  0 -0.148691     -0.587574    
138  1.135      1  0 -0.148274     -0.564542    
139  1.136      1  0 -0.147915     -0.528510    
140  1.137      1  0 -0.147628     -0.480894    
141  1.138      1  0 -0.147424     -0.423967    
142  1.139      1  0 -0.147311     -0.360707    
143  1.140      1  0 -0.147297     -0.294605    
144  1.141      1  0 -0.147387     -0.229433    
145  1.142      1  0 -0.147581     -0.168992    
146  1.143      1  0 -0.147875     -0.116827    
147  1.144      1  0 -0.148265     -0.759482E-01
148  1.145      1  0 -0.148738     -0.485525E-01
149  1.146      1  0 -0.149279     -0.357940E-01
150  1.147      1  0 -0.149870     -0.376324E-01
151  1.148      1  0 -0.150489     -0.527988E-01
152  1.149      1  0 -0.151113     -0.789103E-01
153  1.150      1  0 -0.151717     -0.112745    
154  1.151      1  0 -0.152277     -0.150656    
155  1.152      1  0 -0.152773     -0.189079    
156  1.153      1  0 -0.153185     -0.225044    
157  1.154      1  0 -0.153501     -0.256596    
158  1.155      1  0 -0.153710     -0.283049    
159  1.156      1  0 -0.153811     -0.304997    
160  1.157      1  0 -0.153802     -0.324095    
161  1.158      1  0 -0.153690     -0.342633    
162  1.159      1  0 -0.153481     -0.362993    
163  1.160      1  0 -0.153187     -0.387107    
164  1.161      1  0 -0.152818     -0.415999    
165  1.162      1  0 -0.152387     -0.449523    
166  1.163      1  0 -0.151907     -0.486311    
167  1.164      1  0 -0.151389     -0.523935    
168  1.165      1  0 -0.150848     -0.559244    
169  1.166      1  0 -0.150296     -0.588787    
170  1.167      1  0 -0.149747     -0.609257    
171  1.168      1  0 -0.149213     -0.617882    
172  1.169      1  0 -0.148711     -0.612724    
173  1.170      1  0 -0.148252     -0.592862    
174  1.171      1  0 -0.147852     -0.558468    
175  1.172      1  0 -0.147524     -0.510790    
176  1.173      1  0 -0.147279     -0.452050    
177  1.174      1  0 -0.147130     -0.385298    
178  1.175      1  0 -0.147083     -0.314209    
179  1.176      1  0 -0.147146     -0.242846    
180  1.177      1  0 -0.147320     -0.175397    
181  1.178      1  0 -0.147604     -0.115873    
182  1.179      1  0 -0.147993     -0.678018E-01
183  1.180      1  0 -0.148475     -0.339119E-01
184  1.181      1  0 -0.149036     -0.158547E-01
185  1.182      1  0 -0.149658     -0.139944E-01
186  1.183      1  0 -0.150318     -0.273144E-01
187  1.184      1  0 -0.150991     -0.534827E-01
188  1.185      1  0 -0.151650     -0.890988E-01
189  1.186      1  0 -0.152270     -0.130119    
190  1.187      1  0 -0.152827     -0.172410    
191  1.188      1  0 -0.153298     -0.212350    
192  1.189      1  0 -0.153670     -0.247361    
193  1.190      1  0 -0.153929     -0.276272    
194  1.191      1  0 -0.154072     -0.299426    
195  1.192      1  0 -0.154098     -0.318500    
196  1.193      1  0 -0.154010     -0.336074    
197  1.194      1  0 -0.153818     -0.355029    
198  1.195      1  0 -0.153531     -0.377898    
199  1.196      1  0 -0.153163     -0.406297    
200  1.197      1  0 -0.152724     -0.440547    
201  1.198      1  0 -0.152230     -0.479546    
202  1.199      1  0 -0.151693     -0.520891    
203  1.200      1  0 -0.151127     -0.561223    
204  1.201      1  0 -0.150545     -0.596694    
205  1.202      1  0 -0.149961     -0.623480    
206  1.203      1  0 -0.149389     -0.638242    
207  1.204      1  0 -0.148844     -0.638498    
208  1.205      1  0 -0.148341     -0.622852    
209  1.206      1  0 -0.147895     -0.591107    
210  1.207      1  0 -0.147520     -0.544263    
211  1.208      1  0 -0.147230     -0.484427    
212  1.209      1  0 -0.147036     -0.414660    
213  1.210      1  0 -0.146950     -0.338781    
214  1.211      1  0 -0.146979     -0.261119    
215  1.212      1  0 -0.147125     -0.186239    
216  1.213      1  0 -0.147391     -0.118636    
217  1.214      1  0 -0.147770     -0.623960E-01
218  1.215      1  0 -0.148254     -0.208511E-01
219  1.216      1  0 -0.148829      0.375265E-02
220  1.217      1  0 -0.149476      0.105279E-01
221  1.218      1  0 -0.150172      0.111284E-03
222  1.219      1  0 -0.150891     -0.253338E-01
223  1.220      1  0 -0.151604     -0.623172E-01
224  1.221      1  0 -0.152283     -0.106436    
225  1.222      1  0 -0.152901     -0.152963    
226  1.223      1  0 -0.153435     -0.197537    
227  1.224      1  0 -0.153865     -0.236816    
228  1.225      1  0 -0.154178     -0.268979    
229  1.226      1  0 -0.154366     -0.293955    
230  1.227      1  0 -0.154428     -0.313318    
231  1.228      1  0 -0.154368     -0.329879    
232  1.229      1  0 -0.154193     -0.347025    
233  1.230      1  0 -0.153915     -0.367973    
234  1.231      1  0 -0.153546     -0.395062    
235  1.232      1  0 -0.153100     -0.429240    
236  1.233      1  0 -0.152591     -0.469820    
237  1.234      1  0 -0.152032     -0.514542    
238  1.235      1  0 -0.151439     -0.559910    
239  1.236      1  0 -0.150825     -0.601694    
240  1.237      1  0 -0.150204     -0.635518    
241  1.238      1  0 -0.149591     -0.657409    
242  1.239      1  0 -0.149001     -0.664248    
243  1.240      1  0 -0.148450     -0.654060    
244  1.241      1  0 -0.147953     -0.626183    
245  1.242      1  0 -0.147526     -0.581277    
246  1.243      1  0 -0.147184     -0.521254    
247  1.244      1  0 -0.146940     -0.449129    
248  1.245      1  0 -0.146807     -0.368809    
249  1.246      1  0 -0.146793     -0.284856    
250  1.247      1  0 -0.146904     -0.202203    
251  1.248      1  0 -0.147143     -0.125834    
252  1.249      1  0 -0.147505     -0.604314E-01
253  1.250      1  0 -0.147983     -0.999518E-02
254  1.251      1  0 -0.148565      0.225349E-01
255  1.252      1  0 -0.149231      0.356224E-01
256  1.253      1  0 -0.149959      0.293812E-01
257  1.254      1  0 -0.150720      0.566373E-02
258  1.255      1  0 -0.151487     -0.320684E-01
259  1.256      1  0 -0.152226     -0.791209E-01
260  1.257      1  0 -0.152909     -0.130175    
261  1.258      1  0 -0.153509     -0.180052    
262  1.259      1  0 -0.154002     -0.224503    
263  1.260      1  0 -0.154373     -0.260868    
264  1.261      1  0 -0.154613     -0.288465    
265  1.262      1  0 -0.154716     -0.308604    
266  1.263      1  0 -0.154688     -0.324222    
267  1.264      1  0 -0.154535     -0.339200    
268  1.265      1  0 -0.154268     -0.357507    
269  1.266      1  0 -0.153901     -0.382344    
270  1.267      1  0 -0.153448     -0.415460    
271  1.268      1  0 -0.152925     -0.456764    
272  1.269      1  0 -0.152347     -0.504294    
273  1.270      1  0 -0.151727     -0.554510    
274  1.271      1  0 -0.151081     -0.602840    
275  1.272      1  0 -0.150422     -0.644332    
276  1.273      1  0 -0.149767     -0.674312    
277  1.274      1  0 -0.149130     -0.688920    
278  1.275      1  0 -0.148529     -0.685502    
279  1.276      1  0 -0.147978     -0.662817    
280  1.277      1  0 -0.147496     -0.621092    
281  1.278      1  0 -0.147097     -0.561960    
282  1.279      1  0 -0.146799     -0.488314    
283  1.280      1  0 -0.146613     -0.404099    
284  1.281      1  0 -0.146550     -0.314067    
285  1.282      1  0 -0.146619     -0.223492    
286  1.283      1  0 -0.146823     -0.137841    
287  1.284      1  0 -0.147161     -0.624131E-01
288  1.285      1  0 -0.147627     -0.192806E-02
289  1.286      1  0 -0.148210      0.398964E-01
290  1.287      1  0 -0.148890      0.607548E-01
291  1.288      1  0 -0.149646      0.600903E-01
292  1.289      1  0 -0.150449      0.392842E-01
293  1.290      1  0 -0.151269      0.162224E-02
294  1.291      1  0 -0.152071     -0.480168E-01
295  1.292      1  0 -0.152823     -0.103760    
296  1.293      1  0 -0.153494     -0.159564    
297  1.294      1  0 -0.154059     -0.210141    
298  1.295      1  0 -0.154496     -0.251796    
299  1.296      1  0 -0.154794     -0.283015    
300  1.297      1  0 -0.154948     -0.304635    
301  1.298      1  0 -0.154958     -0.319576    
302  1.299      1  0 -0.154832     -0.332155    
303  1.300      1  0 -0.154582     -0.347133    
304  1.301      1  0 -0.154222     -0.368703    
305  1.302      1  0 -0.153767     -0.399603    
306  1.303      1  0 -0.153234     -0.440546    
307  1.304      1  0 -0.152637     -0.490049    
308  1.305      1  0 -0.151993     -0.544666    
309  1.306      1  0 -0.151317     -0.599544    
310  1.307      1  0 -0.150622     -0.649155    
311  1.308      1  0 -0.149926     -0.688057    
312  1.309      1  0 -0.149243     -0.711562    
313  1.310      1  0 -0.148590     -0.716221    
314  1.311      1  0 -0.147985     -0.700101    
315  1.312      1  0 -0.147445     -0.662894    
316  1.313      1  0 -0.146988     -0.605863    
317  1.314      1  0 -0.146630     -0.531707    
318  1.315      1  0 -0.146387     -0.444343    
319  1.316      1  0 -0.146271     -0.348665    
320  1.317      1  0 -0.146292     -0.250247    
321  1.318      1  0 -0.146455     -0.155022    
322  1.319      1  0 -0.146763     -0.689009E-01
323  1.320      1  0 -0.147210      0.264831E-02
324  1.321      1  0 -0.147787      0.550654E-01
325  1.322      1  0 -0.148478      0.851711E-01
326  1.323      1  0 -0.149258      0.915944E-01
327  1.324      1  0 -0.150102      0.750745E-01
328  1.325      1  0 -0.150975      0.385456E-01
329  1.326      1  0 -0.151842     -0.130778E-01
330  1.327      1  0 -0.152667     -0.734549E-01
331  1.328      1  0 -0.153416     -0.135678    
332  1.329      1  0 -0.154059     -0.193316    
333  1.330      1  0 -0.154571     -0.241453    
334  1.331      1  0 -0.154937     -0.277497    
335  1.332      1  0 -0.155149     -0.301568    
336  1.333      1  0 -0.155207     -0.316368    
337  1.334      1  0 -0.155117     -0.326534    
338  1.335      1  0 -0.154890     -0.337624    
339  1.336      1  0 -0.154542     -0.354923    
340  1.337      1  0 -0.154090     -0.382347    
341  1.338      1  0 -0.153550     -0.421638    
342  1.339      1  0 -0.152940     -0.472016    
343  1.340      1  0 -0.152274     -0.530303    
344  1.341      1  0 -0.151570     -0.591468    
345  1.342      1  0 -0.150842     -0.649430    
346  1.343      1  0 -0.150106     -0.697941    
347  1.344      1  0 -0.149377     -0.731393    
348  1.345      1  0 -0.148674     -0.745422    
349  1.346      1  0 -0.148014     -0.737293    
350  1.347      1  0 -0.147416     -0.706047    
351  1.348      1  0 -0.146897     -0.652483    
352  1.349      1  0 -0.146477     -0.579020    
353  1.350      1  0 -0.146172     -0.489480    
354  1.351      1  0 -0.145997     -0.388832    
355  1.352      1  0 -0.145964     -0.282904    
356  1.353      1  0 -0.146081     -0.178047    
357  1.354      1  0 -0.146352     -0.807658E-01
358  1.355      1  0 -0.146774      0.272275E-02
359  1.356      1  0 -0.147339      0.669763E-01
360  1.357      1  0 -0.148033      0.107856    
361  1.358      1  0 -0.148833      0.123042    
362  1.359      1  0 -0.149713      0.112451    
363  1.360      1  0 -0.150638      0.784606E-01
364  1.361      1  0 -0.151571      0.258245E-01
365  1.362      1  0 -0.152472     -0.387969E-01
366  1.363      1  0 -0.153304     -0.107690    
367  1.364      1  0 -0.154032     -0.173228    
368  1.365      1  0 -0.154628     -0.229103    
369  1.366      1  0 -0.155071     -0.271393    
370  1.367      1  0 -0.155351     -0.299207    
371  1.368      1  0 -0.155464     -0.314763    
372  1.369      1  0 -0.155417     -0.322836    
373  1.370      1  0 -0.155221     -0.329707    
374  1.371      1  0 -0.154892     -0.341822    
375  1.372      1  0 -0.154447     -0.364446    
376  1.373      1  0 -0.153905     -0.400598    
377  1.374      1  0 -0.153283     -0.450463    
378  1.375      1  0 -0.152600     -0.511359    
379  1.376      1  0 -0.151870     -0.578236    
380  1.377      1  0 -0.151110     -0.644527    
381  1.378      1  0 -0.150336     -0.703164    
382  1.379      1  0 -0.149563     -0.747535    
383  1.380      1  0 -0.148810     -0.772253    
384  1.381      1  0 -0.148094     -0.773641    
385  1.382      1  0 -0.147435     -0.749969    
386  1.383      1  0 -0.146853     -0.701459    
387  1.384      1  0 -0.146367     -0.630150    
388  1.385      1  0 -0.145996     -0.539685    
389  1.386      1  0 -0.145757     -0.435034    
390  1.387      1  0 -0.145663     -0.322205    
391  1.388      1  0 -0.145727     -0.207913    
392  1.389      1  0 -0.145952     -0.992068E-01
393  1.390      1  0 -0.146340     -0.303279E-02
394  1.391      1  0 -0.146886      0.742698E-01
395  1.392      1  0 -0.147575      0.127538    
396  1.393      1  0 -0.148389      0.153377    
397  1.394      1  0 -0.149299      0.150695    
398  1.395      1  0 -0.150272      0.121081    
399  1.396      1  0 -0.151269      0.688763E-01
400  1.397      1  0 -0.152247      0.843395E-03
401  1.398      1  0 -0.153166     -0.746318E-01
402  1.399      1  0 -0.153984     -0.148736    
403  1.400      1  0 -0.154671     -0.213634    
404  1.401      1  0 -0.155199     -0.263812    
405  1.402      1  0 -0.155556     -0.297035    
406  1.403      1  0 -0.155734     -0.314691    
407  1.404      1  0 -0.155739     -0.321418    
408  1.405      1  0 -0.155581     -0.324069    
409  1.406      1  0 -0.155276     -0.330247    
410  1.407      1  0 -0.154843     -0.346718    
411  1.408      1  0 -0.154302     -0.378037    
412  1.409      1  0 -0.153673     -0.425661    
413  1.410      1  0 -0.152974     -0.487703    
414  1.411      1  0 -0.152221     -0.559320    
415  1.412      1  0 -0.151431     -0.633589    
416  1.413      1  0 -0.150620     -0.702644    
417  1.414      1  0 -0.149804     -0.758811    
418  1.415      1  0 -0.149000     -0.795553    
419  1.416      1  0 -0.148228     -0.808115    
420  1.417      1  0 -0.147508     -0.793843    
421  1.418      1  0 -0.146859     -0.752246    
422  1.419      1  0 -0.146304     -0.684869    
423  1.420      1  0 -0.145862     -0.595067    
424  1.421      1  0 -0.145553     -0.487719    
425  1.422      1  0 -0.145392     -0.368928    
426  1.423      1  0 -0.145393     -0.245694    
427  1.424      1  0 -0.145565     -0.125543    
428  1.425      1  0 -0.145910     -0.161078E-01
429  1.426      1  0 -0.146425      0.753875E-01
430  1.427      1  0 -0.147101      0.142714    
431  1.428      1  0 -0.147918      0.181291    
432  1.429      1  0 -0.148851      0.188837    
433  1.430      1  0 -0.149866      0.165892    
434  1.431      1  0 -0.150923      0.116092    
435  1.432      1  0 -0.151977      0.460088E-01
436  1.433      1  0 -0.152983     -0.355197E-01
437  1.434      1  0 -0.153897     -0.118582    
438  1.435      1  0 -0.154681     -0.193739    
439  1.436      1  0 -0.155304     -0.253636    
440  1.437      1  0 -0.155747     -0.294319    
441  1.438      1  0 -0.156001     -0.315926    
442  1.439      1  0 -0.156066     -0.322576    
443  1.440      1  0 -0.155954     -0.321436    
444  1.441      1  0 -0.155680     -0.321183    
445  1.442      1  0 -0.155265     -0.330183    
446  1.443      1  0 -0.154730     -0.354785    
447  1.444      1  0 -0.154097     -0.398073    
448  1.445      1  0 -0.153384     -0.459325    
449  1.446      1  0 -0.152611     -0.534218    
450  1.447      1  0 -0.151793     -0.615683    
451  1.448      1  0 -0.150946     -0.695132    
452  1.449      1  0 -0.150088     -0.763792    
453  1.450      1  0 -0.149235     -0.813862    
454  1.451      1  0 -0.148407     -0.839343    
455  1.452      1  0 -0.147624     -0.836486    
456  1.453      1  0 -0.146907     -0.803926    
457  1.454      1  0 -0.146280     -0.742570    
458  1.455      1  0 -0.145763     -0.655361    
459  1.456      1  0 -0.145377     -0.546980    
460  1.457      1  0 -0.145142     -0.423525    
461  1.458      1  0 -0.145074     -0.292186    
462  1.459      1  0 -0.145182     -0.160887    
463  1.460      1  0 -0.145474     -0.378733E-01
464  1.461      1  0 -0.145948      0.687793E-01
465  1.462      1  0 -0.146599      0.151766    
466  1.463      1  0 -0.147409      0.205243    
467  1.464      1  0 -0.148354      0.225567    
468  1.465      1  0 -0.149403      0.211979    
469  1.466      1  0 -0.150514      0.167075    
470  1.467      1  0 -0.151642      0.968841E-01
471  1.468      1  0 -0.152736      0.103808E-01
472  1.469      1  0 -0.153750     -0.816155E-01
473  1.470      1  0 -0.154638     -0.168065    
474  1.471      1  0 -0.155365     -0.239572    
475  1.472      1  0 -0.155905     -0.290079    
476  1.473      1  0 -0.156244     -0.317992    
477  1.474      1  0 -0.156381     -0.326421    
478  1.475      1  0 -0.156325     -0.322467    
479  1.476      1  0 -0.156091     -0.315683    
480  1.477      1  0 -0.155701     -0.316061    
481  1.478      1  0 -0.155177     -0.331972    
482  1.479      1  0 -0.154544     -0.368509    
483  1.480      1  0 -0.153822     -0.426552    
484  1.481      1  0 -0.153030     -0.502709    
485  1.482      1  0 -0.152186     -0.590057    
486  1.483      1  0 -0.151307     -0.679441    
487  1.484      1  0 -0.150408     -0.760998    
488  1.485      1  0 -0.149508     -0.825556    
489  1.486      1  0 -0.148625     -0.865696    
490  1.487      1  0 -0.147779     -0.876382    
491  1.488      1  0 -0.146994     -0.855183    
492  1.489      1  0 -0.146291     -0.802204    
493  1.490      1  0 -0.145696     -0.719838    
494  1.491      1  0 -0.145229     -0.612441    
495  1.492      1  0 -0.144914     -0.485999    
496  1.493      1  0 -0.144767     -0.347790    
497  1.494      1  0 -0.144803     -0.206032    
498  1.495      1  0 -0.145031     -0.694999E-01
499  1.496      1  0 -0.145454      0.529527E-01
500  1.497      1  0 -0.146067      0.152973    
501  1.498      1  0 -0.146858      0.223417    
502  1.499      1  0 -0.147805      0.259156    
503  1.500      1  0 -0.148877      0.257897    
504  1.501      1  0 -0.150035      0.220863    
505  1.502      1  0 -0.151231      0.153131    
506  1.503      1  0 -0.152413      0.634122E-01
507  1.504      1  0 -0.153528     -0.368783E-01
508  1.505      1  0 -0.154526     -0.135229    
509  1.506      1  0 -0.155366     -0.220090    
510  1.507      1  0 -0.156014     -0.282956    
511  1.508      1  0 -0.156451     -0.319978    
512  1.509      1  0 -0.156672     -0.332681    
513  1.510      1  0 -0.156683     -0.327579    
514  1.511      1  0 -0.156500     -0.314762    
515  1.512      1  0 -0.156143     -0.305750    
516  1.513      1  0 -0.155638     -0.311098    
517  1.514      1  0 -0.155010     -0.338276    
518  1.515      1  0 -0.154283     -0.390259    
519  1.516      1  0 -0.153477     -0.465080    
520  1.517      1  0 -0.152611     -0.556371    
521  1.518      1  0 -0.151702     -0.654663    
522  1.519      1  0 -0.150766     -0.749074    
523  1.520      1  0 -0.149821     -0.828988    
524  1.521      1  0 -0.148884     -0.885397    
525  1.522      1  0 -0.147977     -0.911762    
526  1.523      1  0 -0.147123     -0.904374    
527  1.524      1  0 -0.146344     -0.862344    
528  1.525      1  0 -0.145667     -0.787355    
529  1.526      1  0 -0.145116     -0.683309    
530  1.527      1  0 -0.144714     -0.555958    
531  1.528      1  0 -0.144482     -0.412555    
532  1.529      1  0 -0.144436     -0.261502    
533  1.530      1  0 -0.144590     -0.111988    
534  1.531      1  0 -0.144949      0.264542E-01
535  1.532      1  0 -0.145513      0.144499    
536  1.533      1  0 -0.146272      0.233722    
537  1.534      1  0 -0.147208      0.287446    
538  1.535      1  0 -0.148292      0.301658    
539  1.536      1  0 -0.149486      0.275892    
540  1.537      1  0 -0.150742      0.213847    
541  1.538      1  0 -0.152008      0.123481    
542  1.539      1  0 -0.153225      0.163624E-01
543  1.540      1  0 -0.154338     -0.938091E-01
544  1.541      1  0 -0.155298     -0.193365    
545  1.542      1  0 -0.156066     -0.271094    
546  1.543      1  0 -0.156614     -0.320383    
547  1.544      1  0 -0.156934     -0.340514    
548  1.545      1  0 -0.157025     -0.336762    
549  1.546      1  0 -0.156903     -0.319236    
550  1.547      1  0 -0.156590     -0.300718    
551  1.548      1  0 -0.156112     -0.293980    
552  1.549      1  0 -0.155497     -0.309185    
553  1.550      1  0 -0.154770     -0.351908    
554  1.551      1  0 -0.153955     -0.422197    
555  1.552      1  0 -0.153071     -0.514769    
556  1.553      1  0 -0.152136     -0.620215    
557  1.554      1  0 -0.151166     -0.726816    
558  1.555      1  0 -0.150179     -0.822499    
559  1.556      1  0 -0.149192     -0.896517    
560  1.557      1  0 -0.148226     -0.940602    
561  1.558      1  0 -0.147303     -0.949531    
562  1.559      1  0 -0.146449     -0.921202    
563  1.560      1  0 -0.145688     -0.856404    
564  1.561      1  0 -0.145049     -0.758430    
565  1.562      1  0 -0.144555     -0.632673    
566  1.563      1  0 -0.144230     -0.486235    
567  1.564      1  0 -0.144095     -0.327579    
568  1.565      1  0 -0.144164     -0.166177    
569  1.566      1  0 -0.144448     -0.121061E-01
570  1.567      1  0 -0.144949      0.124452    
571  1.568      1  0 -0.145662      0.233875    
572  1.569      1  0 -0.146572      0.307937    
573  1.570      1  0 -0.147654      0.340796    
574  1.571      1  0 -0.148871      0.330033    
575  1.572      1  0 -0.150178      0.277541    
576  1.573      1  0 -0.151520      0.189982    
577  1.574      1  0 -0.152837      0.785073E-01
578  1.575      1  0 -0.154067     -0.424645E-01
579  1.576      1  0 -0.155154     -0.157368    
580  1.577      1  0 -0.156051     -0.252180    
581  1.578      1  0 -0.156725     -0.317082    
582  1.579      1  0 -0.157157     -0.348423    
583  1.580      1  0 -0.157344     -0.349445    
584  1.581      1  0 -0.157298     -0.329567    
585  1.582      1  0 -0.157041     -0.302355    
586  1.583      1  0 -0.156600     -0.282647    
