 ..........................................................................................

 Staight_Wing                                                                    
 Op.Point:  1                                                  altitude :     0.000 Kft    

 Velocity:  50.00     1.0000   Heading:  0.000     deg      earth X:  0.000     1.0000 
 Beta    :  0.000     deg      Elev.  :  0.000     deg      earth Y:  0.000     1.0000 
 Alpha   :  4.000     deg      Bank   :  0.000     deg      earth Z:  0.000     1.0000 

 sum Mx  :-0.6604E-04 1.0000     Wx   :  0.000     deg/1.0   Wdotx :  0.000     deg/1.0
 sum My  : -7.376     1.0000     Wy   :  0.000     deg/1.0   Wdoty :  0.000     deg/1.0
 sum Mz  :-0.5612E-05 1.0000     Wz   :  0.000     deg/1.0   Wdotz :  0.000     deg/1.0

 sum Fx  : -13.00     1.0000     Ux   : -49.88     1.0000    Udotx :  0.000     1.0000 
 sum Fy  :-0.1042E-12 1.0000     Uy   :  0.000     1.0000    Udoty :  0.000     1.0000 
 sum Fz  :  123.4     1.0000     Uz   : -3.488     1.0000    Udotz :  0.000     1.0000 

  Flap 1 :  0.000                                                                      

 Lift    :  122.9     1.0000   Density:  1.226     1.0000  Ref.Area: 0.1536     1.0000 
 Weight  :  0.000     1.0000   Dyn.Pr.:  1532.     1.0000  Ref.Span: 0.6400     1.0000 
 Load Fac:  1.000              VIAS   :  50.00     1.0000  Ref.Chrd: 0.2400     1.0000 
 Mach    : 0.1470              VTAS   :  50.00     1.0000  MachPG  :  0.000            

 avg CL  :  0.5224             avg CD :   0.04650              L/D :   11.24
 Span Eff:  2.8877             avg CDi:   0.01084           avg Cm : -0.1306
 ..........................................................................................
 .............................................................

  Surface  Beam  1:  Foward Wing                                                     
                                        1       0       2                
      t      y      z-z0   tw-tw0 Mc'/10  Ms'/10   Fn/10     cl   a_flap 
    -0.56  -0.556  -0.000   -0.00   0.015   0.256  -0.043   0.206   0.00 
    -0.55  -0.547  -0.000   -0.00   0.019   0.295  -0.049   0.214   0.00 
    -0.54  -0.539  -0.000   -0.00   0.023   0.336  -0.056   0.222   0.00 
    -0.53  -0.529  -0.000   -0.00   0.029   0.380  -0.063   0.230   0.00 
    -0.52  -0.520  -0.000   -0.00   0.035   0.428  -0.071   0.238   0.00 
    -0.51  -0.510  -0.000   -0.00   0.042   0.478  -0.080   0.246   0.00 
    -0.50  -0.501  -0.000   -0.00   0.050   0.531  -0.089   0.254   0.00 
    -0.49  -0.491  -0.000   -0.00   0.060   0.588  -0.098   0.262   0.00 
    -0.48  -0.480  -0.000   -0.00   0.071   0.647  -0.108   0.270   0.00 
    -0.47  -0.470  -0.000   -0.00   0.082   0.709  -0.118   0.278   0.00 
    -0.46  -0.459  -0.000   -0.00   0.096   0.774  -0.129   0.287   0.00 
    -0.45  -0.448  -0.000   -0.00   0.110   0.843  -0.141   0.296   0.00 
    -0.44  -0.437  -0.000   -0.00   0.126   0.914  -0.153   0.307   0.00 
    -0.43  -0.426  -0.000   -0.00   0.144   0.989  -0.165   0.321   0.00 
    -0.41  -0.415  -0.000   -0.00   0.163   1.068  -0.178   0.326   0.00 
    -0.40  -0.404  -0.000   -0.00   0.184   1.159  -0.194   0.338   0.00 
    -0.39  -0.392  -0.000   -0.00   0.207   1.253  -0.209   0.344   0.00 
    -0.38  -0.381  -0.000   -0.00   0.232   1.350  -0.226   0.348   0.00 
    -0.37  -0.369  -0.000   -0.00   0.259   1.448  -0.242   0.348   0.00 
    -0.36  -0.358  -0.000   -0.00   0.288   1.547  -0.259   0.345   0.00 
    -0.35  -0.346  -0.000   -0.00   0.319   1.645  -0.275   0.339   0.00 
    -0.33  -0.335  -0.000   -0.00   0.352   1.742  -0.292   0.330   0.00 
    -0.32  -0.323  -0.000   -0.00   0.386   1.836  -0.308   0.315   0.00 
    -0.31  -0.312  -0.000   -0.00   0.423   1.925  -0.323   0.294   0.00 
    -0.30  -0.300  -0.000   -0.00   0.461   2.009  -0.337   0.288   0.00 
    -0.30  -0.300  -0.000   -0.00   0.361   2.009  -0.337   0.251   0.00 
    -0.29  -0.289  -0.000   -0.00   0.398   2.076  -0.348   0.229   0.00 
    -0.28  -0.278  -0.000   -0.00   0.437   2.138  -0.358   0.214   0.00 
    -0.27  -0.267  -0.000   -0.00   0.477   2.196  -0.368   0.204   0.00 
    -0.26  -0.256  -0.000   -0.00   0.518   2.250  -0.377   0.196   0.00 
    -0.25  -0.245  -0.000   -0.00   0.559   2.302  -0.386   0.191   0.00 
    -0.23  -0.234  -0.000   -0.00   0.601   2.353  -0.394   0.189   0.00 
    -0.22  -0.224  -0.000   -0.00   0.644   2.402  -0.402   0.188   0.00 
    -0.21  -0.213  -0.000   -0.00   0.687   2.451  -0.411   0.199   0.00 
    -0.21  -0.213  -0.000   -0.00   0.687   2.451  -0.411   0.190   0.00 
    -0.20  -0.202  -0.000   -0.00   0.732   2.502  -0.419   0.195   0.00 
    -0.19  -0.192  -0.000   -0.00   0.778   2.553  -0.428   0.204   0.00 
    -0.18  -0.181  -0.000   -0.00   0.824   2.607  -0.437   0.236   0.00 
    -0.17  -0.170  -0.000   -0.00   0.870   2.662  -0.446   0.247   0.00 
    -0.16  -0.160  -0.000   -0.00   0.918   2.719  -0.455   0.254   0.00 
    -0.15  -0.149  -0.000   -0.00   0.966   2.777  -0.465   0.260   0.00 
    -0.14  -0.139  -0.000   -0.00   1.015   2.836  -0.475   0.265   0.00 
    -0.13  -0.129  -0.000   -0.00   1.064   2.896  -0.485   0.269   0.00 
    -0.12  -0.118   0.000   -0.00   1.114   2.956  -0.495   0.272   0.00 
    -0.11  -0.108   0.000   -0.00   1.165   3.017  -0.505   0.275   0.00 
    -0.10  -0.098   0.000   -0.00   1.216   3.078  -0.515   0.277   0.00 
    -0.09  -0.088   0.000   -0.00   1.268   3.139  -0.525   0.279   0.00 
    -0.08  -0.078   0.000   -0.00   1.321   3.200  -0.536   0.281   0.00 
    -0.07  -0.068   0.000   -0.00   1.374   3.261  -0.546   0.282   0.00 
    -0.06  -0.058   0.000    0.00   1.429   3.322  -0.556   0.283   0.00 
    -0.05  -0.049   0.000    0.00   1.484   3.383  -0.566   0.284   0.00 
    -0.04  -0.039   0.000   -0.00   1.540   3.444  -0.576   0.285   0.00 
    -0.03  -0.029   0.000    0.00   1.596   3.505  -0.586   0.285   0.00 
    -0.02  -0.019   0.000    0.00   1.654   3.566  -0.597   0.286   0.00 
    -0.01  -0.010   0.000    0.00   1.712   3.627  -0.607   0.286   0.00 
    -0.00   0.000   0.000   -0.00   1.772   3.688  -0.617   0.286   0.00 
    -0.00  -0.000   0.000   -0.00   1.772  -3.688   0.617   0.286   0.00 
     0.01   0.010  -0.000   -0.00   1.712  -3.627   0.607   0.286   0.00 
     0.02   0.019  -0.000   -0.00   1.654  -3.566   0.597   0.285   0.00 
     0.03   0.029  -0.000   -0.00   1.596  -3.505   0.586   0.285   0.00 
     0.04   0.039  -0.000   -0.00   1.540  -3.444   0.576   0.284   0.00 
     0.05   0.049  -0.000   -0.00   1.484  -3.383   0.566   0.283   0.00 
     0.06   0.058  -0.000   -0.00   1.429  -3.322   0.556   0.282   0.00 
     0.07   0.068  -0.000   -0.00   1.374  -3.261   0.546   0.281   0.00 
     0.08   0.078  -0.000   -0.00   1.321  -3.200   0.536   0.279   0.00 
     0.09   0.088  -0.000   -0.00   1.268  -3.139   0.525   0.277   0.00 
     0.10   0.098  -0.000   -0.00   1.216  -3.078   0.515   0.275   0.00 
     0.11   0.108  -0.000   -0.00   1.165  -3.017   0.505   0.272   0.00 
     0.12   0.118  -0.000   -0.00   1.114  -2.956   0.495   0.269   0.00 
     0.13   0.129  -0.000   -0.00   1.064  -2.896   0.485   0.265   0.00 
     0.14   0.139  -0.000   -0.00   1.015  -2.836   0.475   0.260   0.00 
     0.15   0.149  -0.000   -0.00   0.966  -2.777   0.465   0.254   0.00 
     0.16   0.160  -0.000   -0.00   0.918  -2.719   0.455   0.247   0.00 
     0.17   0.170  -0.000   -0.00   0.870  -2.662   0.446   0.236   0.00 
     0.18   0.181  -0.000   -0.00   0.824  -2.606   0.437   0.204   0.00 
     0.19   0.192  -0.000   -0.00   0.778  -2.553   0.428   0.195   0.00 
     0.20   0.202  -0.000   -0.00   0.732  -2.502   0.419   0.190   0.00 
     0.21   0.213  -0.000   -0.00   0.687  -2.451   0.411   0.199   0.00 
     0.21   0.213  -0.000   -0.00   0.687  -2.451   0.411   0.188   0.00 
     0.22   0.224  -0.000   -0.00   0.644  -2.402   0.402   0.189   0.00 
     0.23   0.234  -0.000    0.00   0.601  -2.353   0.394   0.191   0.00 
     0.25   0.245  -0.000    0.00   0.559  -2.302   0.386   0.196   0.00 
     0.26   0.256  -0.000   -0.00   0.518  -2.250   0.377   0.204   0.00 
     0.27   0.267  -0.000   -0.00   0.477  -2.196   0.368   0.214   0.00 
     0.28   0.278  -0.000   -0.00   0.437  -2.138   0.358   0.229   0.00 
     0.29   0.289  -0.000   -0.00   0.398  -2.076   0.348   0.251   0.00 
     0.30   0.300  -0.000   -0.00   0.361  -2.009   0.337   0.288   0.00 
     0.30   0.300  -0.000   -0.00   0.461  -2.009   0.337   0.294   0.00 
     0.31   0.312  -0.000   -0.00   0.423  -1.925   0.323   0.315   0.00 
     0.32   0.323  -0.000   -0.00   0.386  -1.836   0.308   0.330   0.00 
     0.33   0.335  -0.000   -0.00   0.352  -1.742   0.292   0.339   0.00 
     0.35   0.346  -0.000    0.00   0.319  -1.645   0.275   0.345   0.00 
     0.36   0.358  -0.000    0.00   0.288  -1.547   0.259   0.348   0.00 
     0.37   0.369  -0.000    0.00   0.259  -1.448   0.242   0.348   0.00 
     0.38   0.381  -0.000    0.00   0.232  -1.350   0.226   0.344   0.00 
     0.39   0.392  -0.000    0.00   0.207  -1.253   0.209   0.338   0.00 
     0.40   0.404  -0.000    0.00   0.184  -1.159   0.194   0.326   0.00 
     0.41   0.415  -0.000    0.00   0.163  -1.068   0.178   0.321   0.00 
     0.43   0.426  -0.000    0.00   0.144  -0.989   0.165   0.307   0.00 
     0.44   0.437  -0.000    0.00   0.126  -0.914   0.153   0.296   0.00 
     0.45   0.448  -0.000    0.00   0.110  -0.843   0.141   0.287   0.00 
     0.46   0.459  -0.000    0.00   0.096  -0.774   0.129   0.278   0.00 
     0.47   0.470  -0.000    0.00   0.082  -0.709   0.118   0.270   0.00 
     0.48   0.480  -0.000    0.00   0.071  -0.647   0.108   0.262   0.00 
     0.49   0.491  -0.000    0.00   0.060  -0.588   0.098   0.254   0.00 
     0.50   0.501  -0.000    0.00   0.050  -0.531   0.089   0.246   0.00 
     0.51   0.510  -0.000    0.00   0.042  -0.478   0.080   0.238   0.00 
     0.52   0.520  -0.000    0.00   0.035  -0.428   0.071   0.230   0.00 
     0.53   0.529  -0.000    0.00   0.029  -0.380   0.063   0.222   0.00 
     0.54   0.539  -0.000    0.00   0.023  -0.336   0.056   0.214   0.00 
     0.55   0.547  -0.000    0.00   0.019  -0.295   0.049   0.206   0.00 
     0.56   0.556  -0.000    0.00   0.015  -0.256   0.043   0.197   0.00 
     0.56   0.564  -0.000    0.00   0.011  -0.221   0.037   0.188   0.00 
     0.57   0.572  -0.000    0.00   0.009  -0.189   0.032   0.179   0.00 
     0.58   0.579  -0.000    0.00   0.007  -0.159   0.027   0.170   0.00 
     0.59   0.586  -0.000    0.00   0.005  -0.133   0.022   0.161   0.00 
     0.59   0.593  -0.000    0.00   0.003  -0.109   0.018   0.151   0.00 
     0.60   0.599  -0.000    0.00   0.002  -0.088   0.015   0.141   0.00 
     0.61   0.605  -0.000    0.00   0.002  -0.070   0.012   0.130   0.00 
     0.61   0.611  -0.000    0.00   0.001  -0.055   0.009   0.120   0.00 
     0.62   0.616  -0.000    0.00   0.001  -0.041   0.007   0.109   0.00 
     0.62   0.620  -0.000    0.00   0.000  -0.030   0.005   0.098   0.00 
     0.62   0.624  -0.000    0.00   0.000  -0.021   0.004   0.087   0.00 
     0.63   0.628  -0.000    0.00   0.000  -0.014   0.002   0.076   0.00 
     0.63   0.631  -0.000    0.00   0.000  -0.009   0.002   0.065   0.00 
     0.63   0.634  -0.000    0.00   0.000  -0.005   0.001   0.053   0.00 
     0.64   0.636  -0.000    0.00   0.000  -0.003   0.000   0.041   0.00 
     0.64   0.638  -0.000    0.00   0.000  -0.001   0.000   0.030   0.00 
     0.64   0.639  -0.000    0.00   0.000  -0.000   0.000   0.018   0.00 
     0.64   0.640  -0.000    0.00   0.000  -0.000   0.000   0.006   0.00 
     0.64   0.640  -0.000    0.00   0.000   0.000   0.000   0.000   0.00 
